0002,"Male Human NPC, Naked"
179D,purple aura moving across floor
179E,purple aura moving across floor
179F,red aura moving across floor
17A0,red aura moving across floor
17A1,red aura moving across floor
17A2,red aura moving across floor
17A3,huge tree stump
17A4,Nothing?
17A5,Nothing?
17A6,black hexagonal plate
17A7,Red Floor Crystal Large Short
17A8,none
17A9,none
17AA,Red Floor Crystal Medium Tall
17AB,Red Floor Crystal Medium Short
17AC,Red Wall Crystal Medium
17AD,none
17AE,none
17AF,Red Floor Crystal Small Tall
17B0,Red Floor Crystal Small Short
17B1,Red Wall Crystal Small
17B2,none
17B3,none
17B4,Celestial Hand Flag
17B5,Eldrytch Web Flag
17B6,Radiant Blood Flag
17B7,Red lifestone crystal?
17B8,none
17B9,purple cloudlike particles
17BA,metal floor grate with purple floating purple particles
17BB,Harmonic Transference Field
17BC,black cloud
17BD,none
17BE,root wall?
17BF,root floor?
17C0,root wall?
17C1,root wall?
17C2,root floor?
17C3,root floor?
17C4,root wall?
17C5,Celestial Hand Tabard
17C6,Eldrytch Web Tabard
17C7,Radiant Blood Tabard
17C8,Drudge Sneaker
17C9,mosswart feeder?
17CA,corner wall brazier
17CB,corner wall brazier
17CC,corner wall brazier
17CD,none
17CE,none
17CF,corner wall brazier
17D0,Font of Jojii base
17D1,metal door
17D2,Arcane Pyramid spinning
17D3,stone block pillar
17D4,Arcane Pyramid spinning 
17D5,none
17D6,player model
17D7,Arcane Pyramid
17D8,leyline?
17D9,Jester's Baton
17DA,Present
17DB,Brown Cow
17DC,empyrean? table
17DD,red laser?
17DE,Large Golden Coin
17DF,fire
17E0,Ball of Fire
17E1,unknown
17E2,Two Cards from the Deck of Hands
17E3,Eyes Card
17E4,Hands Card
17E5,Jester Card
17E6,copper colored ring
17E7,Club of Surprising Cunning
17E8,piece of green coral
17E9,tall Celestial Hand pole drap banner 
17EA,tall Eldrytch Web pole drap banner
17EB,tall Radiant Blood pole drap banner
17EC,piece of teal coral
17ED,piece of pink coral
17EE,"Stone wall, square section"
17EF,Pillar of Fire
17F0,House Mhoire wall drape banner
17F1,Creeping Blight Banner
17F2,Celestial Hand Banner
17F3,Eldrytch Web Banner
17F4,Radiant Blood Banner
17F5,Aerbax
17F6,Jester's Marker
17F7,Jester's Marker
17F8,tall House Mhoire pole drap banner
17F9,House Mhoire Shield
17FA,Soulbound Axe
17FB,Soulbound Claw
17FC,Soulbound Dagger
17FD,Soulbound Mace
17FE,Soulbound Spear
17FF,Soulbound Casting Staff
1800,Staff with Soulbound effect
1801,Sword with Soulbound effect
1802,Atlatl with Soulbound effect
1803,Bow with Soulbound effect
1804,Crossbow with Soulbound effect
1805,Mhoire Key
1806,Fire from GY Colosseum
1807,Jester summoning stone
1808,nothing
1809,nothing
180A,nothing
180B,nothing
180C,nothing
180D,nothing
180E,nothing
180F,Lord Mhoire summoning effect
1810,Teal line fading randomly
1811,Teal line fading randomly
1812,Teal line fading randomly
1813,Siessa Sclavus - Freebooter
1814,Afessa Sclavus Soldier - Various Locations
1815,Illu Sclavus - Various Locations
1816,Pillar of Tthuun? Moarsman Isle
1817,small transparent blue object
1818,small transparent blue object
1819,small transparent blue object
181A,small transparent blue object
181B,small transparent blue object
181C,small transparent blue object
181D,small transparent blue object
181E,small transparent blue object
181F,medium-size transparent blue object
1820,small transparent blue object
1821,medium-size transparent blue object
1822,medium-size transparent blue object
1823,small transparent blue object
1824,small transparent blue object
1825,medium-size transparent blue object
1826,small transparent blue object
1827,none
1828,small transparent blue object
1829,none
182A,none
182B,large transparent blue object
182C,small transparent blue object
182D,none
182E,medium-size transparent blue object
182F,small transparent blue object
1830,medium-size transparent blue object
1831,Glowing K'Nath Essence?
1832,Blue K'Nath Essence?
1833,Green K'Nath Essence?
1834,Diamond K'Nath Essence?
1835,Red K'Nath Essence?
1836,Transparent K'Nath Essence?
1837,Yellow K'Nath Essence?
1838,Large Glowing Ball
1839,Weeping Object
183A,Orange (fruit) Tree
183B,small silver object
183C,small black object
183D,Orange Coral Rock
183E,Moarsman
183F,none
1840,Moar
1841,Large Pink Pillar
1842,Large Mint Pillar
1843,Large Blue Pillar
1844,Large Black Pillar
1845,Large White Pillar
1846,Small Coral Mound
1847,Small Coral Mound
1848,Small Coral Mound
1849,Mana Stone on pedastal
184A,"Acid Staff -same model as Orisis staff, but brown with blue stone"
184B,Bludge Staff
184C,Lightning Staff
184D,Fire Staff
184E,Frost Staff
184F,Pierce Staff
1850,"Slash Staff -same model as Orisis staff, but brown with blue stone"
1851,Small Coral Mound
1852,none
1853,Statue wearing robe
1854,Kid's hat
1855,Large Tentacle
1856,Large Tentacles
1857,Celestial Hand object
1858,Eldrytch Web object
1859,Radiant Blood object
185A,Human model with burning eyebrows
185B,Wand
185C,Axe
185D,Bow with Soulbound effect
185E,knuckles?
185F,xbow?
1860,dagger?
1861,mace?
1862,polearm?
1863,Staff?
1864,sword?
1865,wand?
1866,Fiery Wooden Golem. Boss?
1867,small object
1868,Silver cup on pedastal
1869,none
186A,none
186B,none
186C,Red Smoke?
186D,none?
186E,Small floating ornate tumerok statue with red aura
186F,Red Pennant Flag on Pole with Two Handle Gold Trophy
1870,Black Pennant Flag on Pole with Drudge Imprint
1871,Floating Spinning Pyreamid
1872,Floating Flaming Disco Balls with red ground particle effect 
1873,"Large Ornate sword, curved tip"
1874,"Gold/Brown Moarsman, black aura"
1875,"Gold/Brown Moarsman, green aura, green particles"
1876,"Gold/Brown Moarsman, green aura, white particles"
1877,"Gold/Brown Moarsman, white aura, white particles"
1878,"Gold/Brown Moarsman, black aura, orange, purple particles"
1879,Illu Sclavus Soldier?
187A,none?
187B,Pillar of T'thuun
187C,Monster Fights Cage
187D,Monster Fights Bars
187E,Tactical Defense Tower
187F,Exploration Marker
1880,T'huun Aegis
1881,Tome of Caustics
1882,Tome of Flame
1883,Tome of Chill
1884,tome of lightning?
1885,Olthoibane Sword of Lost Light
1886,Shadowfire Sword of Lost Light
1887,Skeletonbane Sword of Lost Light
1888,Barrel
1889,"Angree's Angry Ale bottle, facing toward"
188A,White Bottle w/out label
188B,blue bottle
188C,green bottle
188D,beer tap?
188E,Ice Floor Puzzle Tile
188F,Spadone - 2H Sword - Fire
1890,Spadone - 2H Sword - Frost
1891,Spadone - 2H Sword - Acid
1892,Spadone - 2H Sword - Lightning
1893,Quadrelle - 2H Mace - Fire
1894,Quadrelle - 2H Mace - Frost
1895,Quadrelle - 2H Mace - Acid
1896,Quadrelle - 2H Mace - Lightning
1897,giant tree?
1898,Tetsubo - 2H Mace - Base (Bludgeoning)
1899,Tetsubo - 2H Mace - Acid
189A,Tetsubo - 2H Mace - Lightning
189B,Tetsubo - 2H Mace - Fire
189C,Tetsubo - 2H Mace - Frost
189D,Nothing
189E,Nothing
189F,Nothing
18A0,Nothing
18A1,Nothing
18A2,Nothing
18A3,Nothing
18A4,Nothing
18A5,Nothing
18A6,Nothing
18A7,Nothing
18A8,Arena Sword
18A9,Great BloodScorch
18AA,unfinished great bloodscorch?
18AB,Derethian Combat Arena Power-up Holder
18AC,Arena Dagger
18AD,Arena Spear
18AE,Arena Staff
18AF,Arena Mace
18B0,Arena Wand
18B1,Arena Atlatl
18B2,Arena Axe
18B3,Arena Bow
18B4,Arena Crossbow
18B5,Arena Claw
18B6,Arena Heal
18B7,Nothing
18B8,Nothing
18B9,Arena Max Health
18BA,Nothing
18BB,Nodachi - 2H Sword - Base (Slashing)
18BC,Nodachi - 2H Sword - Acid
18BD,Nodachi - 2H Sword - Lightning
18BE,Nodachi - 2H Sword - Fire
18BF,Nodachi - 2H Sword - Frost
18C0,Derethian Combat Arena central portal effect
18C1,Derethian Combat Arena portal base
18C2,Derethian Combat Arena portal bottom (black portal)
18C3,stone slab?
18C4,brick platform?
18C5,large brick platform?
18C6,Essence Lock
18C7,Gearknight Helm on ground
18C8,Gear Shield?
18C9,Unstable Mana Stone?
18CA,Human Male Purple/Orange/Shadow Particle Effects
18CB,Human Female Purple/Orange/Shadow Particle Effects
18CC,Thug Hideout - Brick Wall/Door
18CD,Nothing?
18CE,Nothing?
18CF,Nothing?
18D0,Nothing?
18D1,Nothing?
18D2,Nothing?
18D3,Nothing?
18D4,Corsesca - 2H Spear  - Base
18D5,Corsesca - 2H Spear  - Fire
18D6,Corsesca - 2H Spear  - Frost
18D7,Corsesca - 2H Spear  - Acid
18D8,Corsesca - 2H Spear  - Lightning
18D9,Princely Runed Two Handed Corsesca
18DA,Royal Runed Two Handed Corsesca
18DB,Magari Yari - 2H Spear - Base (Piercing)
18DC,Magari Yari - 2H Spear - Acid
18DD,Magari Yari - 2H Spear - Shadow?
18DE,Magari Yari - 2H Spear - Fire
18DF,Magari Yari - 2H Spear - Frost
18E0,Magari Yari - 2H Spear - Lightning
18E1,Staff? Handle?
18E2,Great Axe - 2H Axe - Base
18E3,Great Axe - 2H Axe - Acid
18E4,Great Axe - 2H Axe - Shadow?
18E5,Great Axe - 2H Axe - Fire
18E6,Great Axe - 2H Axe - Frost
18E7,Great Axe - 2H Axe - Lightning
18E8,Thug Hideout Column and Platform
18E9,Thug Hideout Column and Platform
18EA,2H Sword - yellow rune - Same model as Red Runed Greatsword
18EB,2H Sword - green rune Silveran Greatsword
18EC,2H Sword -  blue rune Silveran Greatsword
18ED,2H Sword - pink rune Silveran Greatsword
18EE,2H Sword - Red Rune Silveran Greatsword
18EF,Nothing?
18F0,Nothing?
18F1,Nothing?
18F2,Fiona's Cage
18F3,Green Cloud Effect
18F4,Fire Cloud Effect
18F5,Frost Cloud Effect
18F6,Lightning Cloud Effect
18F7,Fiona's Cage Door
18F8,Shashqa - 2H Sword - Base (Slashing)
18F9,Shashqa - 2H Sword - Fire
18FA,Shashqa - 2H Sword - Frost
18FB,Shashqa - 2H Sword - Acid
18FC,Shashqa - 2H Sword - Lightning
18FD,Great Star Mace - 2H Mace - Base (Bludgeoning)
18FE,Great Star Mace - 2H Mace - Fire
18FF,Great Star Mace - 2H Mace - Frost
1900,Great Star Mace - 2H Mace - Acid
1901,Great Star Mace - 2H Mace - Lightning
1902,Blackmire Statue - Green - Portal Whirl and Aegis Stars
1903,Blackmire Statue - Green
1904,Thug Hideout Red Brick Octagonal Platform
1905,Bookcase
1906,Gear Shield - Gearknight Helm and one Gear Pauldron
1907,Gearknight - Unknown?
1908,Gearknight - Bronze
1909,Gearknight - Iron
190A,Gearknight - Copper
190B,Gearknight - Gold
190C,Gearknight - Silver
190D,Candle on Holder
190E,1H Gear Sword - Base
190F,2H Gear Sword - Base
1910,1H Gear Sword - Acid
1911,1H Gear Sword - Lightning
1912,1H Gear Sword - Fire
1913,1H Gear Sword - Frost
1914,2H Gear Sword - Acid
1915,2H Gear Sword - Lightning
1916,2H Gear Sword - Fire
1917,2H Gear Sword - Frost
1918,Gear Knight - Stacked Purple Crystals
1919,Gear Knight - Iron - Yellow/Orange Particle Effects
191A,Gear Knight - Bronze - Yellow/Orange Particle Effects
191B,Gear Knight - Copper - Yellow/Orange Particle Effects
191C,Nothing?
191D,Gear Knight - Silver - Yellow/Orange Particle Effects
191E,Gear Knight - Medium Aetherium Crystal In a Gear
191F,Gear Knight - Aetherium Chunk on Ground
1920,Gear Knight - Small Aetherium Crystal In a Gear
1921,Gear Knight - Iron Blade Overseer
1922,Nothing?
1923,Gear Knight - Iron Blade Overseer's Sword
1924,Assagai - 2H Spear - Base (Piercing)
1925,Assagai - 2H Spear - Acid
1926,Assagai - 2H Spear - Shadow?
1927,Assagai - 2H Spear - Fire
1928,Assagai - 2H Spear - Frost
1929,Assagai - 2H Spear - Lightning
192A,Jeweler's Saw Blade?
192B,Pike - 2H Spear - Base (Piercing)
192C,Pike - 2H Spear - Acid
192D,Pike - 2H Spear - Shadow?
192E,Pike - 2H Spear - Fire
192F,Pike - 2H Spear - Frost
1930,Pike - 2H Spear - Lightning
1931,wooden stick
1932,Khanda-handled Mace - 2H Mace - Base (Bludgeoning)
1933,Khanda-handled Mace - 2H Mace - Fire
1934,Khanda-handled Mace - 2H Mace - Frost
1935,Khanda-handled Mace - 2H Mace - Acid
1936,Khanda-handled Mace - 2H Mace - Lightning
1937,Lens Wand?  (Exquisite Lens?)
1938,Wasp
1939,none
193A,Moars Isle - Society Jail Cell
193B,Yellow/Black/Red - Phyntost Something?
193C,Moars Isle - Society Fort/Outpost Piece
193D,Moars Isle - Society Fort/Outpost Piece
193E,Moars Isle - Society Fort/Outpost Piece
193F,Moars Isle - Society Fort/Outpost Piece
1940,locked prison door
1941,Lava baby
1942,skull
1943,red sleveless Mhoire tabard (shirt) with gold belt
1944,large stone blue flame
1945,blue flame
1946,stone throne
1947,"gearknight, yellow"
1948,"gearknight, gold"
1949,"gearknight, copper"
194A,Gearknight - Copper?
194B,Gearknight - Iron?
194C,Gearknight - Silver Gold Trim?
194D,Nothing?
194E,Gearknight - Copper? Yellow and Orange Particle Effect
194F,Nothing?
1950,"Gearknight, with effect, silver"
1951,small torch
1952,wood box with hole
1953,Gear Crossbow
1954,Gear Crossbow (brown)
1955,Gear Crossbow (Solid Orange)
1956,Gear Crossbow (orange)
1957,Gear Crossbow (Gold)
1958,Gear Crossbow (Solid Gold)
1959,Gear Crossbow (Dark Grey)
195A,Gear Crossbow (Black)
195B,Gear Crossbow (Grey)
195C,Gear Crossbow (White)
195D,Ice Wall/Door
195E,Ruschk Style Cave Wall/Door
195F,Big Purple Crystal - Purple Glow - GK Ore Quest?
1960,gearknight frosen in ice crystal
1961,large wedding altar
1962,none
1963,Stone Bench
1964,pink flower
1965,Orange Tulip
1966,Garden Box
1967,Shaped Tree
1968,Gazebo (stone platform)
1969,Rock (Wedding Preparations)
196A,Medium Sized Evergreen Tree
196B,Part of a Viamontian Castle/Building
196C,Same Shape as 196B But Shadow Themed with a Bael'zharon Picture
196D,Shadow - Female Human Appearance
196E,Shadow - Male Human Appearance
196F,Shadow - Male Human Torso - No Legs
1970,Umbraen figure male
1971,naked human male
1972,naked human male with umbraen effects
1973,yellow sparkles
1974,tophat
1975,Shield of Borelean's Royal Guard
1976,female hair shape
1977,Royal Bouquet
1978,none
1979,Sign - Yanshi
197A,Sign - Stonehold
197B,Sign - Plateau Village
197C,Sign - Yaraq
197D,Sign - Samsur
197E,Sign - Al Arqas
197F,Sign - Qalaba'r
1980,Sign - Khayyaban
1981,Sign - Xarabydun
1982,Sign - Uziz
1983,Sign - Zaikhal
1984,Sign - Tufa
1985,Sign - Al-Jalima
1986,Sign - Marketplace
1987,Sign - Facility Hub
1988,Sign - Shoushi
1989,Sign - Tou-Tou
198A,Sign - Mayoi
198B,Sign - Nanto
198C,Sign - Lin
198D,Sign - Baishi
198E,Sign - Hebian-To
198F,Sign - Kara
1990,Sign - Sawato
1991,Sign - Sanamar
1992,Sign - Bluespire
1993,Sign - Redspire
1994,Sign - Greenspire
1995,Sign - Westwatch
1996,Sign - Ahurenga
1997,Sign - Linvak Tukal
1998,Sign - Neydisa
1999,Sign - Eastwatch
199A,Sign - Kryst
199B,Sign - Holtburg
199C,Sign - Arwic
199D,Sign - Cragstone
199E,Sign - Rithwic
199F,Sign - Lytelthorpe
19A0,Sign - Eastham
19A1,Sign - Glenden Wood
19A2,Sign - Dryreach
19A3,Town Network - Counter around NPCs
19A4,Town Network Painting - Drudge
19A5,Town Network Painting - Sclavus
19A6,Town Network Painting - Skeleton
19A7,Town Network Painting - Virindi
19A8,Town Network Painting - Wisp
19A9,Town Network Painting - Zefir
19AA,Town Network Painting - Banderling
19AB,Town Network Painting - Eater
19AC,Town Network Painting - Fiun
19AD,Town Network Painting - Mite
19AE,Town Network Painting - Moar
19AF,Town Network Painting - Moarsman
19B0,Town Network Painting - Niffis
19B1,Town Network Painting - Ruschk
19B2,Town Network Painting - Sleech
19B3,Town Network Painting - Wight
19B4,Town Network Painting - Shreth
19B5,Town Network Painting - Silithid
19B6,Town Network Painting - Mukkir
19B7,Town Network Painting - Remoran
19B8,Town Network Painting - Wasps
19B9,Town Network Painting - Golem
19BA,Town Network Painting - Gromnie
19BB,Town Network Painting - Mattekar
19BC,Town Network Painting - Monogua
19BD,Town Network Painting - Penguin
19BE,Town Network Painting - Simulcrum
19BF,Town Network Painting - Siraluun
19C0,Town Network Painting - Thrungus
19C1,Town Network Painting - Ursuin
19C2,Town Network Painting - Auroch
19C3,Town Network Painting - Carenzi
19C4,Town Network Painting - Crystal
19C5,Town Network Painting - Grievver
19C6,Town Network Painting - Ghost
19C7,Town Network Painting - Hollow Minion
19C8,Town Network Painting - Isparian
19C9,Town Network Painting - Idol
19CA,Town Network Painting - K'nath
19CB,Town Network Painting - Lugian
19CC,Town Network Painting - Margul
19CD,Town Network Painting - Marionette
19CE,Town Network Painting - Mosswart
19CF,Town Network Painting - Olthoi Eviscerator
19D0,Town Network Painting - Rats
19D1,Town Network Painting - Rift
19D2,Town Network Painting - Scarecrow
19D3,Town Network Painting - Shadow
19D4,Town Network Painting - Reedshark
19D5,Town Network Painting - Snowman
19D6,Town Network Painting - Statue
19D7,Town Network Painting - Tusker
19D8,Town Network Painting - Armoredillo
19D9,Town Network Painting - Burun/Guruk
19DA,Town Network Painting - Chittick
19DB,Town Network Painting - Doll
19DC,Town Network Painting - Ember/Flame
19DD,Town Network Painting - Gearknight
19DE,Town Network Painting - Tumerok
19DF,Town Network Painting - Cow
19E0,Nothing?
19E1,Blue Icy Fountain Animated
19E2,Shadow - Male - Human Apperance - Orange and Purple Particle Effects
19E3,Town Network Portal Holder
19E4,unstable portal
19E5,Sign - Timaru
19E6,Sign - Freehold
19E7,Sign - Oolatonga's Refuge
19E8,Sign - Danby's Outpost
19E9,Sign - Fort Tethana
19EA,Sign - Fiun Outpost
19EB,Sign - Silyun
19EC,Bronze Gearknight
19ED,Bronze Gearknight
19EE,Sign - Sho
19EF,Sign - Aluvian
19F0,Sign - Annex
19F1,Town Network Painting - Chicken
19F2,Sign - Gharu'ndim
19F3,Town Network Painting - Bunny/Rabbit
19F4,Virindi - Blue Mask - Sparkles
19F5,Virindi - Nexus Crawler's Mask?
19F6,Paradox Touched Bow
19F7,Paradox Touched Staff
19F8,Paradox Touched Two Handed Sword
19F9,Paradox Touched Wand
19FA,Paradox Touched Crossbow
19FB,Paradox Touched Dagger
19FC,Paradox Touched  Mace
19FD,Empyrean Potalspace Stabilizer - Normal
19FE,Empyrean Potalspace Stabilizer - Active/Overloaded?
19FF,Standard Wooden Door
1A00,Nothing?
1A01,Blue Snowflake/Star Effects
1A02,Yellow Animated Stars Effect
1A03,Purple Floating Rotating Crystal
1A04,Orange Floating Rotating Crystal
1A05,Round White Torus
1A06,Iron Blade Aegis Shield
1A07,Melee Gearknight Shield
1A08,Shield of the Gold Gear
1A09,Aegis of the Gold Gear
1A0A,Aegis of the Gold Gear
1A0B,Deewain's - Floating Rock
1A0C,"flaming human head, skeleton body"
1A0D,Nothing?
1A0E,"flaming human head, skeleton body"
1A0F,"flaming human head, skeleton body"
1A10,"female empyrean char, naked"
1A11,Nothing?
1A12,Female Lugian
1A13,Nothing?
1A14,Female Tumerok
1A15,Nothing?
1A16,Male  Empyrean
1A17,Male Empyrean
1A18,male lugian char
1A19,male lugian char
1A1A,tumerok char male
1A1B,tumerok char male
1A1C,"red blood aura coming up from ground, large"
1A1D,"Virindi Face, Blue with Black"
1A1E,"gigantic indoor wall with floor, Mhoire Pennant"
1A1F,none
1A20,"olthoi, black, flyer"
1A21,"olthoi, black"
1A22,black trapazoid on ground
1A23,Gurog (Henchman?)
1A24,Accursed Scarecrow
1A25,Bloodstone (Creature)
1A26,bloodstone on ground
1A27,invisible but an aura is made from it
1A28,invisible???
1A29,skeleton skull
1A2A,Gurog Henchman
1A2B,Gurog Minion
1A2C,Gurog Soldier
1A2D,"female empyrean char, glowing eyes, lights coming up"
1A2E,"female empyrean char, blue aura and lights coming up"
1A2F,"male empyrean char, glowing dots on forehead"
1A30,"baton, casting, void, new"
1A31,"staff, casting, void, new"
1A32,"scepter, void, new"
1A33,"tusker, snow, 2 full tusks"
1A34,"tusker, snow, 1 full tusk, 1 tip missing"
1A35,"tusker, snow 1 full tusk, 1 short"
1A36,"undead, blue eyes"
1A37,"skull, undead"
1A38,Chitin Cracker
1A39,Itaka's Naginata
1A3A,Spear of Lost Truths
1A3B,none
1A3C,Decapitator's Blade
1A3D,Revenant's Scythe
1A3E,none
1A3F,none
1A40,none
1A41,big rock
1A42,black wall untextured
1A43,rock platform
1A44,rock platform 2
1A45,rock platform 3
1A46,spiky rock
1A47,rock
1A48,blood bolt
1A49,bloodstone bolt
1A4A,Sturdy Bloodstone Wand
1A4B,Nothing?
1A4C,stone wall
1A4D,Shadownether Isparian Wand
1A4E,Bloodstone Crystal Stockpile
1A4F,Shattered Master Bloodstone Shard?
1A50,Bloodstone Fragment
1A51,Sword of Bellenesse
1A52,Enchanted Mnemosyne
1A53,Heart of Darkest Flame
1A54,"Obsidian stone wall, possibly cliff face, 90 degree"
1A55,"Obsidian stone wall, possibly cliff face"
1A56,"Obsidian Dungeon Piece, U-shaped Wall"
1A57,"Obsidian Dungeon Piece - straight tunnel, partial floor, ceiling"
1A58,Obsidian Dungeon Piece - 3 sided room with ceiling
1A59,Obsidian Dungeon Piece - Corner Wall with ceiling
1A5A,Obsidian Dungeon Piece - Wall with middle opening
1A5B,Obsidian Dungeon Piece
1A5C,Female Shadow Model - Human Appearance
1A5D,Male Shadow Model - Human Appearance
1A5E,"Female Shadow - Human Upper, Shadow Lower"
1A5F,Male Shadow - No Legs - Top Human (Umbraen)
1A60,Obsidian Dungeon Piece - large thick wall
1A61,Obsidian Dungeon Piece - curved elbow tunnel
1A62,Obsidian Dungeon Piece - Thick curving wall with ceiling
1A63,"Obsidian Dungeon Piece - Corner wall, with ceiling, 1 opening"
1A64,Obsidian Dungeon Piece - Room with ceiling and 1 opening
1A65,Obsidian Dungeon Piece - Large 3-sided room with 1 opening
1A66,Obsidian Dungeon Piece - Large straight tunnel
1A67,Obsidian Dungeon Piece - wall with flat ceiling
1A68,"Obsidian Dungeon Piece - Corner wall, 1 entry"
1A69,"Obsidian Dungeon Piece - Large corner wall, 1 entry"
1A6A,"Obsidian Dungeon Piece - Large Corner Room, 1 entry"
1A6B,Stone tunnel 4 way intersection
1A6C,"Large stone room, 3 sides, one entry"
1A6D,Obsidian Stone Square - Flat
1A6E,Female Shadow - No Legs - Top Huma (Umbraen)
1A6F,Male Shadow - No Legs - Top Human (Umbraen)
1A70,Male Shadow - Legs - Human Appearance (Penumbraen)
1A71,Female Shadow - Legs - Human Appearance (Penumbraen)
1A72,Obsidian Dungeon Piece
1A73,Obsidian Dungeon Piece
1A74,"Obsidian Dungeon Piece, Floor, inclined"
1A75,"Obsidian Dungeon Piece, Tunnel, T-Intersection"
1A76,Obsidian Dungeon Piece
1A77,Obsidian Dungeon Piece
1A78,Flowing Lava - Triangles
1A79,Flowing Lava - Triangles
1A7A,Flowing Lava - Triangles
1A7B,Flowing Lava - Triangles
1A7C,Portal - Purple Coming out of Shadow on ground
1A7D,Wall Sconce - Purple Flame/Glow
1A7E,Stone Brazier - Purple Flame/Glow
1A7F,Purple Sphere with Animated Rings
1A80,Purple Crystals - Large - Multiple - On Side
1A81,Purple Crystals - Multiple - Small - Upright
1A82,Purple Crystal - Single - Tiny - Upright
1A83,Purple Crystal - Single - Small - Upright
1A84,Purple Crystals - Multiple - Tall - Upright
1A85,Purple Crystals - Multiple - Medium - Upright
1A86,Shadow Dungeon - Purple Crystals - Multiple - Upright
1A87,Arrow - Glowing Tip
1A88,Atlatl Arrow? - Glowing Tip
1A89,Crossbow Bolt - Glowing Tip
1A8A,Virindi - Blue Mask - Sparkling Effect
1A8B,Virindi - Blue Mask - Black Tattoo
1A8C,Neftet - Prickly Pear
1A8D,marionette (curator of torment)
1A8E,Gauntlet boss marionette
1A8F,blue rift
1A90,blue doll
1A91,Neftet Structure - Temple
1A92,Neftet Structure - Large
1A93,Neftet Structure - Medium - Pillar
1A94,Neftet structure - Large - Sand temple interior
1A95,green acid effect on ground
1A96,Male Skeleton with Muscles - Blue Eyes
1A97,"spiked doors, sand temple"
1A98,Neftet wall - 2x2 Square
1A99,Neftet - Stone Chair/Throne
1A9A,Neftet - Large Stone
1A9B,"Neftet - Lifestone - ""New""?"
1A9C,Skeleton - Humanoid - Blue Eyes
1A9D,Male Skeleton with Muscles - Blue Eyes - Flaming Skull
1A9E,Skeleton - Humanoid - Blue Eyes
1A9F,Skeleton - Humanoid - Blue Eyes
1AA0,Skeleton - Humanoid - Blue Eyes - Flaming Skull
1AA1,Female Skeleton with Muscles - Blue Eyes - Flaming Skull
1AA2,Female Skeleton with Muscles - Blue Eyes
1AA3,Male A'nekshay NPC
1AA4,Female A'nekshay NPC
1AA5,Dust Golem Animation
1AA6,Sand Animation Golem
1AA7,Neftet - Cracked Stone Tablet
1AA8,Nothing?
1AA9,Neftet - Medium Female Anekshay Statue - Full
1AAA,Small Female A'nekshay Statue - Full
1AAB,Small Male A'nekshay Statue - Full
1AAC,Neftet - Medium Male Anekshay Statue - Full
1AAD,Neftet - Large Anekshay Statue - Leaning Forward
1AAE,Tall candle stand
1AAF,Candle on a Stand
1AB0,Neftet - Half Round Upright
1AB1,Neftet - Half Round Laying Down
1AB2,Neftet - Large Fallen Anekshay Statue with Broken Right Arm
1AB3,"Green ""Campfire"" Effect"
1AB4,Gold Olthoi Shield
1AB5,Olthoi Shield
1AB6,Celestial Hand - Wide Shield - Covenant?
1AB7,Eldrytch Web - Wide Shield - Covenant?
1AB8,Radiant Blood - Wide Shield - Covenant?
1AB9,Celestial Hand - Kite Shield
1ABA,Eldrytch Web - Kite Shield
1ABB,Radiant Blood - Kite Shield
1ABC,Celestial Hand - Kite Shield
1ABD,Eldrytch Web - Kite Shield
1ABE,Radiant Blood - Kite Shield
1ABF,Celestial Hand - Round Shield
1AC0,Eldrytch Web - Round Shield
1AC1,Radian Blood - Round Shield
1AC2,Celestial Hand - Tower Shield
1AC3,Eldyrtch Web - Tower Shield
1AC4,Radiant Blood - Tower Shield
1AC5,Small Blue Crystal
1AC6,Large Blue Crystal
1AC7,"blue sentient shard, red aura prple gem"
1AC8,Black Volcanic Rock
1AC9,zeifer model with purple pulsation
1ACA,Tumerok - Early?
1ACB,Tumerok? head that falls through world (sometimes invis)
1ACC,Tumerok - Early?
1ACD,nothing
1ACE,nothing
1ACF,nothing
1AD0,nothing
1AD1,nothing
1AD2,nothing
1AD3,nothing
1AD4,nothing
1AD5,nothing
1AD6,nothing
1AD7,nothing
1AD8,nothing
1AD9,nothing
1ADA,nothing
1ADB,nothing
1ADC,nothing
1ADD,nothing
1ADE,nothing
1ADF,nothing
1AE0,nothing
1AE1,nothing
1AE2,nothing
1AE3,nothing
1AE4,nothing
1AE5,nothing
1AE6,nothing
1AE7,nothing
1AE8,large flaming stone pillar
1AE9,Town Network Painting - Zefir
1AEA,Town Network Painting - Armoredillo
1AEB,Town Network Painting - Auroch
1AEC,Town Network Painting - Banderling
1AED,Town Network Painting - Burun - Gurok
1AEE,Town Network Painting - Carenzi
1AEF,Town Network Painting - Chicken
1AF0,Town Network Painting - Chittick
1AF1,Town Network Painting - Cow
1AF2,Town Network Painting - Crystal
1AF3,Town Network Painting - Doll
1AF4,Town Network Painting - Drudge
1AF5,Town Network Painting - Eater
1AF6,Town Network Painting - Ember
1AF7,Town Network Painting - Fiun
1AF8,Town Network Painting - Gearknight
1AF9,Town Network Painting - Ghost
1AFA,Town Network Painting - Golem - Oak
1AFB,Town Network Painting - Grievver
1AFC,Town Network Painting - Gromnie
1AFD,Town Network Painting - Hollow Minion
1AFE,Town Network Painting - Hollow Simulacrum
1AFF,Town Network Painting - Idol
1B00,Town Network Painting - K'nath
1B01,Town Network Painting - Mare Tukal Lugian
